Stock,Stock Growth,Profit,BuyColumns,SellColumn,Wins,Losses,Entries,Exits,Winrate,Profit/StockGrowth
IDEAFORGE.NS,-46.73,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
JYOTICNC.NS,70.15,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
JGCHEM.NS,19.72,0.0,"atrBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
ENIL.NS,-67.68,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
GOPAL.NS,-13.15,0.0,atrBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
JUNIPER.NS,16.51,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
ENTERO.NS,-1.86,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
EPACK.NS,-13.44,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
ESAFSFB.NS,-13.54,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
LLOYDSENGG.NS,28.83,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
DOMS.NS,30.73,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
JSFB.NS,22.9,0.0,"atrBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
GANDHAR.NS,-28.27,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
FAZE3Q.NS,25.42,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
SINCLAIR.NS,-6.4,0.0,rsiBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
IGL.NS,137.23,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
HCG.NS,51.22,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
HARSHA.NS,-14.33,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
FEDFINA.NS,-12.83,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
FSC.NS,-99.09,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
SUKHJITS.NS,8.77,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
FIBERWEB.NS,-27.27,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
HAPPYFORGE.NS,-10.7,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
FLAIR.NS,-30.85,0.0,"atrBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
IKIO.NS,-27.5,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
IVP.NS,36.95,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
PRECAM.NS,36.13,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
SUNCLAY.NS,3.94,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
LANCORHOL.NS,-2.61,0.0,atrBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
SRGHFL.NS,8.54,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
TTKHLTCARE.NS,73.68,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
SIL.NS,0.45,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
HNDFDS.NS,-0.39,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
INNOVACAP.NS,-13.15,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
SIGNPOST.NS,-5.01,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
SRM.NS,-11.59,0.0,rsiBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
DAVANGERE.NS,-6.64,0.0,"atrBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
TREL.NS,31.54,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
DBOL.NS,-20.37,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
IRMENERGY.NS,18.14,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
INOXINDIA.NS,42.11,0.0,rsiBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
SYMPHONY.NS,-17.69,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
IMPAL.NS,98.66,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
GPTHEALTH.NS,-15.32,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
DIGIDRIVE.NS,-60.92,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
DMCC.NS,21.57,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
SURAJEST.NS,9.46,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
DJML.NS,33.07,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
KRSNAA.NS,-40.32,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
SIGIND.NS,-66.43,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
GULFPETRO.NS,-26.86,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
HINDZINC.NS,53.61,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
DIAMINESQ.NS,9.38,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
SCPL.NS,-37.95,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
SCILAL.NS,34.35,0.0,"atrBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
LAXMICOT.NS,106.87,-0.77,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.01
ROUTE.NS,136.34,-0.88,"atrBuySignal,rsiBuySignal",atrSellSignal,7.0,10.0,17.0,17.0,41.18,-0.01
CHEMCON.NS,-57.0,-0.9,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,-0.02
LAOPALA.NS,42.86,-0.98,atrBuySignal,atrSellSignal,12.0,22.0,34.0,34.0,35.29,-0.02
INTLCONV.NS,17.61,-1.1,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.06
MAPMYINDIA.NS,37.92,-1.25,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.03
GOCLCORP.NS,60.76,-1.35,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,2.0,4.0,4.0,50.0,-0.02
IGARASHI.NS,-25.35,-1.68,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,-0.07
SHREEPUSHK.NS,0.12,-1.81,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,-15.08
AETHER.NS,7.43,-2.1,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,2.0,5.0,5.0,60.0,-0.28
ENGINERSIN.NS,33.43,-2.11,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,-0.06
AROGRANITE.NS,-21.39,-2.17,stochasticBuySignal,atrSellSignal,4.0,10.0,14.0,14.0,28.57,-0.1
AWHCL.NS,24.54,-2.33,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.09
PALASHSECU.NS,120.7,-2.35,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.02
RAJTV.NS,23.71,-2.4,atrBuySignal,atrSellSignal,10.0,18.0,28.0,28.0,35.71,-0.1
BIOCON.NS,64.91,-2.47,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.04
TRU.NS,3.23,-2.67,stochasticBuySignal,atrSellSignal,1.0,2.0,3.0,3.0,33.33,-0.83
KINGFA.NS,118.95,-3.04,rsiBuySignal,atrSellSignal,13.0,27.0,40.0,40.0,32.5,-0.03
VISHWARAJ.NS,32.15,-3.04,atrBuySignal,atrSellSignal,5.0,15.0,20.0,20.0,25.0,-0.09
ORTINLAB.NS,-13.59,-3.34,stochasticBuySignal,atrSellSignal,2.0,5.0,7.0,7.0,28.57,-0.25
PETRONET.NS,61.87,-3.45,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.06
IOLCP.NS,301.72,-3.56,rsiBuySignal,atrSellSignal,16.0,32.0,48.0,48.0,33.33,-0.01
CHEVIOT.NS,12.0,-3.95,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.33
TRIGYN.NS,7.91,-3.95,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,24.0,37.0,37.0,35.14,-0.5
TATATECH.NS,-20.74,-4.7,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.23
AKASH.NS,-36.17,-4.95,"stochasticBuySignal,rsiBuySignal",atrSellSignal,2.0,5.0,7.0,7.0,28.57,-0.14
UNIPARTS.NS,1.66,-4.97,stochasticBuySignal,atrSellSignal,1.0,1.0,2.0,2.0,50.0,-2.99
SBFC.NS,-4.77,-5.26,stochasticBuySignal,atrSellSignal,0.0,1.0,1.0,1.0,0.0,-1.1
KAKATCEM.NS,-22.38,-5.48,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,-0.24
ALPA.NS,191.0,-5.72,"stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,-0.03
HMVL.NS,-58.01,-5.77,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,2.0,2.0,2.0,0.0,-0.1
CARTRADE.NS,-54.77,-6.02,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,2.0,3.0,3.0,33.33,-0.11
EXXARO.NS,-26.83,-6.26,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,-0.23
TOKYOPLAST.NS,8.72,-6.96,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.8
TCNSBRANDS.NS,-40.97,-7.0,"atrBuySignal,rsiBuySignal",atrSellSignal,9.0,12.0,21.0,21.0,42.86,-0.17
SPLIL.NS,117.98,-7.07,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.06
CLEAN.NS,-18.14,-7.11,stochasticBuySignal,atrSellSignal,1.0,3.0,4.0,4.0,25.0,-0.39
RICOAUTO.NS,141.26,-7.54,stochasticBuySignal,atrSellSignal,3.0,8.0,11.0,11.0,27.27,-0.05
SONACOMS.NS,88.61,-7.63,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.09
IRIS.NS,-17.29,-7.66,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.44
MANUGRAPH.NS,-51.18,-8.02,"atrBuySignal,rsiBuySignal",atrSellSignal,12.0,16.0,28.0,28.0,42.86,-0.16
LOYALTEX.NS,-43.16,-8.15,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.19
MANORG.NS,-64.54,-8.46,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.13
ORBTEXP.NS,15.6,-8.8,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,2.0,2.0,2.0,0.0,-0.56
GSPL.NS,169.46,-9.08,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.05
AIRAN.NS,81.2,-9.23,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,-0.11
NARMADA.NS,16.24,-9.26,"atrBuySignal,stochasticBuySignal",atrSellSignal,5.0,10.0,16.0,16.0,31.25,-0.57
SNOWMAN.NS,31.82,-9.58,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,2.0,2.0,2.0,0.0,-0.3
PREMIERPOL.NS,459.17,-9.82,"atrBuySignal,rsiBuySignal",atrSellSignal,7.0,23.0,31.0,31.0,22.58,-0.02
BALPHARMA.NS,6.66,-9.82,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-1.47
GRMOVER.NS,-71.61,-9.88,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.14
GRPLTD.NS,370.43,-9.96,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,2.0,2.0,2.0,0.0,-0.03
ORICONENT.NS,-15.38,-10.09,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.66
EMMBI.NS,-11.53,-10.68,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.93
NATIONALUM.NS,176.44,-10.77,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,2.0,2.0,2.0,0.0,-0.06
ASPINWALL.NS,40.81,-11.05,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.27
OSIAHYPER.NS,70.09,-11.98,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,3.0,4.0,4.0,25.0,-0.17
BHAGERIA.NS,2.31,-12.27,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,3.0,4.0,4.0,25.0,-5.31
DAMODARIND.NS,31.53,-12.74,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,2.0,3.0,3.0,33.33,-0.4
TTKPRESTIG.NS,45.27,-12.76,rsiBuySignal,atrSellSignal,13.0,20.0,33.0,33.0,39.39,-0.28
SEQUENT.NS,22.04,-12.77,"stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,2.0,3.0,3.0,33.33,-0.58
RBA.NS,-25.93,-13.19,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.51
RANEENGINE.NS,-42.88,-13.42,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,2.0,4.0,4.0,50.0,-0.31
SPORTKING.NS,-16.7,-13.45,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,2.0,2.0,2.0,0.0,-0.81
AMIORG.NS,27.6,-13.67,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,2.0,3.0,3.0,33.33,-0.5
ADVENZYMES.NS,-4.96,-14.06,stochasticBuySignal,atrSellSignal,4.0,8.0,12.0,12.0,33.33,-2.83
AKSHARCHEM.NS,-62.69,-14.2,"stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,2.0,3.0,3.0,33.33,-0.23
UGARSUGAR.NS,184.15,-14.4,atrBuySignal,atrSellSignal,16.0,26.0,43.0,43.0,37.21,-0.08
IDEA.NS,-71.46,-14.91,atrBuySignal,atrSellSignal,14.0,25.0,39.0,39.0,35.9,-0.21
LFIC.NS,244.36,-15.22,"atrBuySignal,rsiBuySignal",atrSellSignal,14.0,27.0,41.0,41.0,34.15,-0.06
GUJAPOLLO.NS,93.72,-16.07,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.17
PFOCUS.NS,48.44,-16.95,stochasticBuySignal,atrSellSignal,2.0,5.0,7.0,7.0,28.57,-0.35
SARLAPOLY.NS,-3.63,-18.56,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,4.0,5.0,5.0,20.0,-5.11
APTUS.NS,-8.99,-18.61,stochasticBuySignal,atrSellSignal,1.0,5.0,6.0,6.0,16.67,-2.07
FCONSUMER.NS,-95.23,-20.21,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,3.0,4.0,4.0,25.0,-0.21
SPENCERS.NS,-53.25,-20.56,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,2.0,2.0,2.0,0.0,-0.39
WORTH.NS,117.25,-21.52,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,2.0,2.0,2.0,0.0,-0.18
TEXINFRA.NS,117.98,-22.11,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,3.0,3.0,3.0,0.0,-0.19
RAJESHEXPO.NS,-38.58,-22.29,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,4.0,5.0,5.0,20.0,-0.58
AMJLAND.NS,70.99,-22.83,stochasticBuySignal,atrSellSignal,1.0,7.0,8.0,8.0,12.5,-0.32
SILLYMONKS.NS,-75.33,-25.47,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,3.0,3.0,3.0,0.0,-0.34
DANGEE.NS,-23.85,-25.92,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,3.0,3.0,3.0,0.0,-1.09
MENONBE.NS,73.89,-28.29,stochasticBuySignal,atrSellSignal,3.0,9.0,12.0,12.0,25.0,-0.38
SHIVATEX.NS,-29.11,-29.23,"stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,3.0,4.0,4.0,25.0,-1.0
RKEC.NS,68.43,-29.42,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,5.0,6.0,6.0,16.67,-0.43
SAKAR.NS,528.68,-29.85,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,2.0,8.0,10.0,10.0,20.0,-0.06
BGRENERGY.NS,-66.0,-31.92,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,24.0,34.0,34.0,29.41,-0.48
TARACHAND.NS,543.22,-35.31,stochasticBuySignal,atrSellSignal,4.0,14.0,18.0,18.0,22.22,-0.07
SHIVAMILLS.NS,-2.41,-38.34,"stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,3.0,4.0,4.0,25.0,-15.91
